photos_count,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,professional_management,min_nights,cancellation_policy,cleaning_fee,extra_guest_fee,num_reviews,ttm_revenue,ttm_avg_rate,ttm_blocked_days,ttm_total_days,distance_from_city_center,city_population,luxury_score,basic_count,comfort_count,kitchen_count,safety_count,outdoor_count,family_count,services_count,has_pool,has_hot_tub,has_gym,has_beach_access,has_dedicated_workspace,has_pets_allowed,has_free_parking_on_premises,has_air_conditioning,total_amenities,comfort_to_total_ratio,rarity_score,avg_rating,listing_type_apartment,listing_type_bungalow,listing_type_condo,listing_type_home,listing_type_hospitality,listing_type_loft,listing_type_luxury_unique,listing_type_nature_stay,listing_type_other,listing_type_unique_stay,listing_type_villa,room_type_entire_home,room_type_hotel_room,room_type_private_room,room_type_shared_room,geographic_zone_Africa,geographic_zone_Asia Pacific,geographic_zone_Europe,geographic_zone_Latin America,geographic_zone_Middle East,geographic_zone_Northern America
34.0,1,5.569,-0.1716,6.0,3.0,3.0,4.5,0,0,1.0,7,0.0,0.0,3.58351893845611,10.517672691292779,5.521860837883573,0,365,1.1291816424602201,44000,10,4,3,4,4,0,1,3,1,1,1,0,0,0,1,1,38,0.08,0.0024443841545159013,4.738571428571428,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
50.0,0,5.5715,-0.1698,2.0,1.0,1.0,1.0,0,0,1.0,5,0.0,0.0,0.6931471805599453,7.095064377287131,4.653007515402251,0,365,1.2307773766040073,44000,0,2,2,1,4,0,0,2,0,0,0,0,0,0,1,1,23,0.08,0.0009615607091829711,4.859999999999999,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
46.0,0,5.5728,-0.1682,2.0,1.0,1.0,1.0,0,0,1.0,5,0.0,0.0,1.0986122886681098,7.6638772587034705,4.4355674016019115,0,365,1.2953849927444114,44000,0,2,2,1,4,0,0,2,0,0,0,0,0,0,1,1,23,0.08,0.0009615607091829711,4.859999999999999,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
45.0,0,5.5714,-0.1702,2.0,1.0,1.0,1.0,0,0,1.0,5,0.0,0.0,1.791759469228055,8.751790892775563,4.560172820057356,76,365,1.2188137445865945,44000,0,2,2,1,4,0,0,2,0,0,0,0,0,0,1,1,22,0.09,0.0007739786420285911,4.914285714285714,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
27.0,0,5.5697,-0.2001,4.0,2.0,2.0,2.5,0,0,2.0,5,10.0,0.0,3.295836866004329,8.09132127353041,4.771531723203316,23,365,0.9407211995590908,1963264,3,4,2,2,0,2,0,0,1,0,0,0,1,0,1,1,18,0.11,0.0006194858197698773,4.735714285714287,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17.0,0,5.6269,-0.1704,4.0,2.0,2.0,2.0,0,0,2.0,5,5.0,0.0,3.6635616461296463,9.359191318708538,4.525044141508807,0,365,1.686560755490672,101207,5,4,2,1,1,1,0,0,1,0,1,0,1,0,1,1,17,0.11,0.0006538477187362402,4.7442857142857155,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
49.0,1,5.5628,-0.2138,2.0,2.0,2.0,2.0,0,0,3.0,4,30.0,0.0,4.143134726391533,9.264354960282422,4.009149716158869,36,365,1.104123802582756,1963264,0,4,3,4,3,1,1,2,0,0,0,0,1,1,1,1,39,0.08,0.0021849024645006366,4.694285714285714,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
6.0,0,5.667,-0.0795,2.0,1.0,1.0,1.0,0,0,1.0,4,0.0,0.0,2.1972245773362196,5.488937726156687,3.2386784521643803,0,365,1.7552714369133473,49223,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0.33,0.000142946035766935,4.485714285714286,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
26.0,0,5.5574,-0.1736,2.0,1.0,1.0,1.0,0,0,1.0,7,6.0,0.0,2.1972245773362196,7.898039690764619,3.929862923556477,222,365,0.8823897743397491,44000,0,4,1,2,0,2,0,3,0,0,0,0,0,1,1,1,24,0.04,0.0012893911644983708,4.882857142857143,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17.0,0,5.6255,-0.1738,4.0,2.0,2.0,2.0,0,0,2.0,4,50.0,0.0,4.02535169073515,9.670798588378387,4.627909672957581,42,365,1.7291367273798892,101207,5,4,3,4,3,1,0,0,1,0,1,0,1,0,1,1,27,0.11,0.001012737688954893,4.7542857142857144,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
58.0,1,5.6111,-0.208,4.0,2.0,2.0,2.0,0,0,2.0,6,29.0,0.0,4.394449154672439,10.34428762893178,5.063860055333554,47,365,1.8452820335825921,48285,7,4,3,6,4,4,1,3,1,0,1,0,1,0,1,1,63,0.05,0.005294221784979496,4.97,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
13.0,0,5.662,-0.1661,2.0,1.0,1.0,1.0,0,0,1.0,5,2.0,0.0,2.9444389791664403,7.037905963447182,4.1666652238017265,0,365,0.431391609691389,101207,0,3,3,4,2,0,0,1,0,0,0,0,0,0,1,1,25,0.12,0.0011433168573843516,4.884285714285714,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
26.0,1,5.6416,-0.1461,2.0,2.0,2.0,3.0,0,0,1.0,4,0.0,0.0,2.1972245773362196,7.8628820346414905,4.986342601527212,12,365,1.4542650215368755,101207,7,4,3,5,4,2,1,0,1,0,1,0,0,0,1,1,32,0.09,0.0013281053258516419,4.954285714285715,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
19.0,1,5.5775,-0.1652,2.0,2.0,1.0,1.0,0,0,2.0,5,25.0,0.0,4.007333185232471,8.176391596633795,4.66814498514948,102,365,1.4468227390080959,44000,5,4,3,5,2,1,0,1,1,0,1,0,0,0,1,1,27,0.11,0.0010483829912629138,4.852857142857144,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10.0,1,5.5553,-0.1692,3.0,2.0,2.0,2.0,0,0,1.0,5,10.0,0.0,4.1588830833596715,9.491450899044924,4.032469158504013,0,365,1.0703008007679065,44000,6,4,2,5,1,1,0,1,0,1,0,1,0,0,1,1,32,0.06,0.0016390610743458646,4.710000000000001,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
42.0,0,5.6213,-0.1451,8.0,4.0,4.0,4.5,0,0,2.0,7,50.0,0.0,2.9444389791664403,8.441175704992322,5.195730777772936,0,365,1.8457388496261637,101207,0,4,2,2,0,1,0,0,0,0,0,0,1,1,1,1,18,0.11,0.000743828476454249,4.8914285714285715,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
13.0,1,5.5776,-0.1938,2.0,1.0,1.0,1.0,0,0,2.0,5,0.0,0.0,5.220355825078324,9.316050826398296,3.856510295497887,0,365,1.2247516602678648,44000,0,4,4,4,4,3,0,0,0,0,0,0,1,0,1,1,32,0.12,0.0014353515578287936,4.795714285714285,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23.0,0,5.5867,-0.1667,2.0,1.0,1.0,1.0,0,0,2.0,4,0.0,0.0,4.127134385045092,8.835064935031076,4.244200317766478,77,365,1.5955992734341624,44000,5,4,2,3,2,2,0,1,1,0,1,0,1,0,1,1,31,0.06,0.0014921831366641576,4.404285714285715,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
20.0,0,5.6374,-0.1263,6.0,3.0,3.0,3.5,0,0,1.0,7,25.0,0.0,3.871201010907891,9.076923258535832,4.534747721691546,0,365,1.8165292981320107,101207,0,4,2,2,1,1,0,3,0,0,0,0,0,0,1,1,23,0.08,0.0010897754282100252,4.5528571428571425,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
27.0,0,5.5702,-0.1778,4.0,2.0,1.0,0.0,0,0,1.0,4,0.0,0.0,3.4339872044851463,7.29641326877392,4.31748811353631,58,365,1.0018481916305377,44000,0,4,2,6,3,3,0,2,0,0,0,0,1,0,1,1,39,0.05,0.0032780757087183775,4.818571428571429,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
14.0,0,5.5649,-0.171,2.0,1.0,1.0,1.0,0,0,3.0,4,0.0,0.0,3.044522437723423,7.087573705557973,4.558078578454241,176,365,1.0658623430302065,44000,7,3,3,1,3,0,0,0,1,0,1,0,1,0,1,1,21,0.14,0.0008671819641725203,4.921428571428571,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
26.0,0,5.5711,-0.1729,4.0,2.0,2.0,2.0,0,0,5.0,4,0.0,0.0,2.833213344056216,7.573017256052546,4.338597076746545,0,365,1.145270634194805,44000,2,3,3,5,2,2,0,2,0,0,1,0,0,0,1,1,38,0.08,0.0020923208996575333,4.58,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
12.0,0,5.6429,-0.0963,1.0,2.0,1.0,1.0,0,0,4.0,4,0.0,0.0,1.0986122886681098,6.902742737158593,4.380775852772229,0,365,1.810617653484078,70483,0,3,2,0,3,0,0,0,0,0,0,0,0,0,1,1,13,0.14,0.00038427999325723315,4.859999999999999,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
15.0,0,5.5857,-0.1676,2.0,1.0,1.0,1.0,0,0,3.0,5,35.0,17.0,4.31748811353631,9.399554785027307,4.504244267398131,68,365,1.565188739307877,44000,5,4,2,5,3,2,0,1,1,0,1,0,0,1,1,1,39,0.05,0.0022421011575766404,4.725714285714287,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
21.0,0,5.5705,-0.2855,2.0,1.0,1.0,1.0,0,0,1.0,4,0.0,10.0,2.0794415416798357,7.3031700512368,3.5145260669691587,0,365,0.996139830632276,32426,0,4,2,1,0,1,0,0,0,0,0,0,1,0,1,1,17,0.11,0.000592250620826623,4.937142857142858,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17.0,0,5.6292,-0.1715,2.0,2.0,1.0,1.0,0,0,2.0,5,20.0,0.0,4.276666119016055,7.992268643270745,4.318820558770089,0,365,1.6438919104834822,101207,10,4,2,5,0,1,0,1,1,0,1,0,1,0,1,1,38,0.05,0.002480165505770683,4.8999999999999995,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21.0,0,5.6254,-0.1713,2.0,2.0,1.0,1.0,0,0,1.0,4,0.0,0.0,5.53338948872752,9.138844370271112,3.975936331171799,0,365,1.7198437316168211,101207,5,3,2,0,1,0,0,0,1,0,1,0,1,0,1,1,15,0.12,0.000736051520922099,4.7128571428571435,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
47.0,1,5.5611,-0.2122,4.0,2.0,2.0,2.0,0,0,3.0,4,30.0,0.0,4.127134385045092,9.44375103564617,4.07753744390572,0,365,1.0242537962325589,1963264,0,4,3,5,3,1,1,3,0,0,0,0,1,1,1,1,45,0.07,0.0025634009266234095,4.752857142857144,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
43.0,1,5.5606,-0.212,4.0,3.0,3.0,3.0,0,0,3.0,4,30.0,10.0,3.9318256327243257,9.697876897764221,4.051784947803305,0,365,1.0105185698921948,1963264,2,4,3,5,3,1,1,3,0,0,1,0,1,1,1,1,48,0.06,0.0029009065389052394,4.76,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
10.0,0,5.6358,-0.1614,6.0,2.0,3.0,1.0,0,0,1.0,5,0.0,0.0,2.6390573296152584,7.146772179452637,4.328098292648326,206,365,1.4680960500380449,101207,0,4,3,6,4,1,0,2,0,0,0,0,1,0,1,1,49,0.06,0.0031199467401940247,4.674285714285714,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
58.0,1,5.5628,-0.2123,5.0,3.0,3.0,2.0,0,0,3.0,4,0.0,10.0,4.290459441148391,9.54716968769421,4.14946386144318,11,365,1.0520947603586461,1963264,2,4,3,5,3,1,1,2,0,0,1,0,1,1,1,1,42,0.07,0.0022707748923826753,4.798571428571429,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
56.0,1,5.5762,-0.1747,2.0,2.0,1.0,1.0,0,0,1.0,7,5.0,0.0,5.537334267018537,9.61440449916872,4.241326752570746,0,365,1.2442556133143248,44000,7,4,2,5,2,0,0,1,1,0,1,0,1,0,1,1,40,0.05,0.0021117130679372243,4.86142857142857,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
37.0,1,5.5849,-0.1679,2.0,1.0,1.0,1.0,0,0,1.0,4,30.0,0.0,4.663439094112067,9.666561963748133,4.506454213048934,0,365,1.5456635562731313,44000,10,4,3,6,3,3,0,3,1,0,1,1,1,0,1,1,61,0.05,0.005552455316418361,4.854285714285714,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
16.0,0,5.6267,-0.1723,2.0,2.0,1.0,1.0,0,0,1.0,4,0.0,0.0,5.170483995038151,8.763740720509464,4.009149716158869,11,365,1.69856106924927,101207,5,3,2,0,1,0,0,0,1,0,1,0,1,0,1,1,15,0.12,0.000736051520922099,4.687142857142858,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
14.0,0,5.6302,-0.165,2.0,2.0,1.0,1.0,0,0,1.0,4,0.0,0.0,5.220355825078324,8.968523555396352,4.012772908528289,0,365,1.6022715215537542,101207,10,4,2,6,3,2,0,3,1,0,1,1,1,0,1,1,53,0.04,0.004118734797863757,4.74,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
37.0,0,5.6886,-0.1101,2.0,1.0,1.0,2.0,0,0,2.0,4,0.0,0.0,2.3978952727983707,6.246106765481563,3.8691155044168695,0,365,1.8939366534120512,50652,0,4,2,6,1,0,0,0,0,0,0,0,1,0,1,1,31,0.06,0.0016296820552715958,4.6571428571428575,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14.0,0,5.5784,-0.1742,2.0,1.0,1.0,1.5,0,0,3.0,7,0.0,0.0,3.6888794541139363,7.653494909661253,4.464758032271346,24,365,1.3107351615050773,44000,7,4,2,5,0,2,0,0,1,0,1,0,0,0,1,1,27,0.07,0.001479525902118824,4.587142857142857,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
24.0,0,5.6759,-0.1364,4.0,2.0,2.0,2.0,0,0,1.0,4,25.0,0.0,3.6375861597263857,7.725771441587952,4.032469158504013,0,365,1.4249216814725734,101207,0,4,2,5,3,1,0,3,0,0,0,0,1,0,1,1,46,0.04,0.0028970867821712662,4.704285714285715,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
25.0,1,5.6287,-0.1656,2.0,1.0,1.0,1.0,0,0,1.0,8,11.0,0.0,3.8066624897703196,8.429235912657095,4.160444363926624,0,365,1.6360448412622168,101207,7,4,3,5,0,1,0,0,1,0,1,0,1,0,1,1,29,0.1,0.0014650387751241093,4.557142857142858,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
19.0,0,5.6225,-0.0782,4.0,2.0,2.0,2.0,0,0,1.0,5,10.0,0.0,2.5649493574615367,7.126087273299125,4.216562194946349,0,365,1.220260001475657,70483,0,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,27,0.11,0.0014464627464075475,4.54,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
18.0,1,5.5809,-0.194,7.0,3.0,3.0,2.0,0,0,3.0,5,15.0,0.0,3.6888794541139363,9.005527777346696,4.611152257665639,20,365,1.32383752858875,44000,0,4,2,5,1,0,0,2,0,0,0,0,0,0,1,1,36,0.05,0.001749868058432903,4.928571428571429,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
47.0,1,5.5608,-0.2122,4.0,2.0,2.0,2.0,0,0,3.0,4,0.0,10.0,4.07753744390572,8.982184278838428,4.053522567701846,155,365,1.0205580286889326,1963264,2,4,3,5,3,1,1,3,0,0,1,0,1,1,1,1,50,0.06,0.003237533067371236,4.78,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
96.0,1,5.5774,-0.1741,6.0,3.0,3.0,2.0,0,0,1.0,4,0.0,0.0,3.4011973816621555,9.70838466137744,5.8664680569332965,151,365,1.2861492633497258,44000,7,4,3,5,4,2,1,3,1,0,1,0,1,0,1,1,39,0.08,0.0017589347841424682,4.564285714285715,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
20.0,0,5.5783,-0.1612,2.0,1.0,1.0,1.0,0,0,2.0,6,25.0,0.0,2.1972245773362196,7.071573364211532,4.4355674016019115,113,365,1.53445884825793,44000,7,4,2,5,2,1,0,2,1,0,1,0,1,1,1,1,41,0.05,0.002184330966036672,4.968571428571429,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23.0,0,5.6408,-0.1534,3.0,2.0,2.0,2.0,0,0,2.0,4,70.0,0.0,1.9459101490553132,6.75110146893676,4.387014176184921,0,365,1.3809549150933713,101207,3,4,2,6,1,1,0,1,1,0,0,0,0,0,1,1,38,0.05,0.0015610025735414777,4.461428571428572,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
29.0,0,5.6286,-0.1661,4.0,3.0,3.0,3.0,0,0,3.0,7,15.0,15.0,2.833213344056216,8.220672170297252,4.550714000192032,19,365,1.639000117222678,101207,7,4,2,5,3,1,0,1,1,0,1,0,1,0,1,1,34,0.06,0.002020023991194001,4.478571428571429,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14.0,0,5.5663,-0.1856,2.0,1.0,1.0,1.0,0,0,1.0,4,2.0,0.0,3.871201010907891,7.134890851565884,3.8732821771117156,59,365,0.6965804955707419,44000,0,3,2,4,3,0,0,2,0,0,0,0,0,0,0,1,23,0.08,0.0010590077085872091,4.589999999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
22.0,0,5.564,-0.1848,2.0,1.0,2.0,1.0,0,0,1.0,4,2.0,0.0,2.772588722239781,6.331501849893691,3.9454577815143836,60,365,0.5698062351025552,44000,0,3,2,3,3,0,0,2,0,0,0,0,0,0,0,1,21,0.09,0.0010015622898393922,4.638571428571429,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
12.0,0,5.5681,-0.1851,2.0,1.0,1.0,1.0,0,0,1.0,4,2.0,0.0,3.6635616461296463,6.210600077024653,3.912023005428146,0,365,0.7937618423623187,44000,0,3,2,4,3,0,0,2,0,0,0,0,0,0,1,1,24,0.08,0.0011246435525910634,4.51,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
13.0,0,5.568,-0.1834,2.0,1.0,1.0,1.0,0,0,1.0,4,2.0,0.0,3.091042453358316,8.295798110636145,3.960813169597578,133,365,0.8053075003543123,44000,0,4,2,4,3,0,0,2,0,0,0,0,0,0,1,1,25,0.08,0.0011496198251321496,4.7942857142857145,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
13.0,0,5.5663,-0.1834,2.0,1.0,1.0,1.0,0,0,1.0,4,2.0,0.0,3.091042453358316,7.91644286012226,3.9435216724875173,11,365,0.7210070329885857,44000,0,3,2,4,3,0,0,2,0,0,0,0,0,0,1,1,25,0.08,0.0011480649503800835,4.595714285714286,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
34.0,1,5.5802,-0.1703,2.0,2.0,1.0,1.0,0,0,2.0,7,60.0,10.0,4.634728988229636,9.580937944755272,4.37197629882038,0,365,1.4133437046982529,44000,7,4,2,5,3,3,0,1,1,0,1,0,1,0,1,1,44,0.04,0.0021735210245752653,4.8514285714285705,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
30.0,0,5.6414,-0.1545,6.0,3.0,3.0,3.5,0,0,3.0,7,75.0,0.0,2.5649493574615367,7.937731775260109,4.948050418904635,36,365,1.3543155501900943,101207,0,4,2,5,3,1,1,2,0,0,0,0,1,0,1,1,40,0.05,0.0020312639588204026,4.724285714285714,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
45.0,0,5.5817,-0.1653,6.0,3.0,3.0,4.5,0,0,5.0,7,70.0,0.0,1.0986122886681098,7.795234929002173,5.0238805208462765,37,365,1.521996336517971,44000,6,4,2,5,2,1,0,1,1,1,0,0,1,0,1,1,44,0.04,0.002672985122838222,4.859999999999999,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
43.0,1,5.562,-0.2126,5.0,3.0,3.0,3.0,0,0,3.0,4,30.0,10.0,4.0943445622221,9.025455532779063,4.055257173514054,137,365,1.0509750465244614,1963264,2,4,3,5,3,2,1,3,0,0,1,0,1,1,1,1,48,0.06,0.002814653209966295,4.851428571428571,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
12.0,0,5.5775,-0.1698,2.0,1.0,1.0,1.0,0,0,1.0,7,45.0,0.0,3.5263605246161616,8.649448770536708,4.657762636107262,137,365,1.3618673283029645,44000,5,4,2,5,1,2,0,1,1,0,1,0,0,0,1,1,23,0.08,0.0008744581916217543,4.775714285714287,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
28.0,1,5.5602,-0.1735,2.0,1.0,1.0,1.0,0,0,1.0,4,0.0,18.0,3.871201010907891,9.391661428436555,3.8199077165203406,0,365,0.9018367883493807,44000,6,4,2,4,3,3,0,3,0,1,0,1,1,1,1,1,50,0.04,0.0040076999097531235,4.8500000000000005,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15.0,0,5.6104,-0.0915,2.0,2.0,1.0,1.0,0,0,3.0,4,0.0,0.0,2.9444389791664403,5.84354441703136,3.1135153092103742,55,365,1.0646879526468689,70483,2,4,2,5,3,1,0,2,0,0,0,0,0,0,1,1,26,0.07,0.0015838986353362494,4.667142857142857,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
47.0,1,5.5608,-0.2124,4.0,2.0,2.0,2.0,0,0,3.0,4,0.0,0.0,3.8066624897703196,9.583970756564328,4.02535169073515,0,365,1.0281445482000753,1963264,2,4,3,5,3,1,1,3,0,0,1,0,1,1,1,1,47,0.06,0.0028675181574753135,4.752857142857144,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
30.0,1,5.639,-0.1675,2.0,1.0,1.0,1.5,0,0,1.0,4,0.0,0.0,1.791759469228055,7.915348169263078,4.378269585796169,45,365,1.3912999295484785,101207,0,3,3,0,2,1,0,0,0,0,0,0,1,0,1,1,18,0.16,0.0010023708457517998,4.314285714285715,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
29.0,1,5.6361,-0.1706,4.0,2.0,1.0,0.0,0,0,1.0,4,0.0,0.0,2.5649493574615367,7.883069351305753,4.102643365036796,77,365,1.482962910608085,101207,0,3,3,0,2,1,0,0,0,0,0,0,1,0,1,1,18,0.16,0.0010023708457517998,4.667142857142857,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
19.0,1,5.6041,-0.2343,2.0,1.0,1.0,1.0,0,0,4.0,4,0.0,0.0,2.5649493574615367,7.315883504509785,4.122283930911342,26,365,1.5321092158819503,37116,0,4,2,4,0,2,0,2,0,0,0,0,1,0,1,1,29,0.07,0.0017179511120516747,4.75,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
33.0,0,5.6315,-0.1134,6.0,3.0,3.0,2.5,0,0,3.0,4,0.0,0.0,2.833213344056216,7.069874128458572,4.411585436915426,0,365,1.8327543388666223,70483,0,3,3,1,0,0,0,2,0,0,0,0,0,0,1,1,17,0.17,0.0011645869504898006,4.718571428571429,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
33.0,0,5.6432,-0.2537,4.0,2.0,1.0,0.0,0,0,2.0,5,0.0,0.0,3.7612001156935624,8.988446040062405,4.046553898385752,0,365,0.9863280178760637,42623,5,4,3,6,3,4,1,0,1,0,0,0,1,0,1,1,34,0.09,0.0018375519914801595,4.485714285714286,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
26.0,0,5.5856,-0.1687,2.0,2.0,2.0,1.0,0,0,2.0,4,0.0,0.0,4.477336814478207,7.074116816197362,4.189654742026425,27,365,1.549386157856051,44000,5,2,2,1,3,0,0,0,1,0,1,0,1,0,1,1,17,0.11,0.000830134950334522,4.644285714285715,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
24.0,0,5.5802,-0.1162,2.0,2.0,1.0,1.0,0,0,3.0,5,11.0,0.0,3.258096538021482,5.53338948872752,3.0492730404820207,69,365,0.7252599755824216,144013,3,4,0,3,1,2,0,3,0,0,0,0,1,1,1,0,28,0.0,0.0019266185896567474,4.46,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
23.0,0,5.5583,-0.1759,2.0,1.0,1.0,2.0,0,0,1.0,4,15.0,0.0,1.3862943611198906,7.945555428253489,4.912654885736052,43,365,0.7736113056858752,44000,2,4,2,6,4,1,0,2,0,0,1,0,1,0,1,1,42,0.05,0.002071841063153112,5.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
12.0,0,5.5749,-0.128,4.0,2.0,2.0,2.5,0,0,2.0,4,0.0,0.0,2.1972245773362196,7.145196134997171,4.110873864173311,58,365,1.2519158417984062,144013,0,4,2,6,0,0,0,0,0,0,0,0,0,1,1,1,23,0.08,0.0009312571346613245,4.911428571428572,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
27.0,0,5.6376,-0.2583,4.0,2.0,1.0,0.0,0,0,2.0,5,0.0,0.0,3.9512437185814275,8.519390774959724,3.871201010907891,22,365,0.8005404693700625,37116,2,4,2,3,3,3,0,0,0,0,0,0,1,0,1,1,23,0.08,0.0009252914196825904,4.272857142857142,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
37.0,0,5.5769,-0.1744,2.0,1.0,1.0,1.0,0,0,2.0,5,50.0,0.0,3.6635616461296463,7.261225091971921,4.447346100794524,128,365,1.2680936249888,44000,7,4,2,5,2,2,0,2,1,0,1,0,1,0,1,1,31,0.06,0.001343771566704717,4.762857142857143,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
36.0,0,5.5532,-0.1803,3.0,2.0,2.0,1.0,0,0,7.0,5,15.0,0.0,4.07753744390572,7.8013913202914855,4.072439726834051,134,365,0.5951920968927714,44000,8,4,3,6,3,2,0,2,0,0,1,1,1,0,1,1,54,0.05,0.006049254787519728,4.609999999999999,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
